Specialty,CPT Code,PPL?,decision by ROI,decision source,clinical reason,final decision,new rate
RADIOLOGY_s,93018,0,1,rule,Pend EPL,0,
SLEEP STUDY,93018,0,1,rule,Pend EPL,0,
CARDIOLOGY,93024,1,0,rule,low volume,0,
CARDIOLOGY,93040,0,1,rule,Pend EPL,0,0
CARDIOLOGY,93040,1,1,DBA,,1,0.99
FAMILY PRACTICE,93040,0,1,rule,Pend EPL,0,
NEPHROLOGY,93040,0,1,rule,Pend EPL,0,
CARDIOLOGY,93042,1,1,rule,low volume,0,0
HEMATOLOGY/ONCOLOGY,93042,1,1,rule,low volume,0,
CARDIOLOGY,93224,0,1,rule,Pend EPL,0,0
CARDIOLOGY,93224,1,1,DBA,,1,0.99
DME & MEDICAL SUPPLIES,93224,1,1,rule,low volume,0,
FACILITY SERVICES,93224,0,1,rule,Pend EPL,0,
FACILITY SERVICES,93224,1,1,rule,Hard Pend Specialty,0,0
FAMILY PRACTICE,93224,1,1,rule,low volume,0,
NEUROLOGY,93224,0,1,rule,Pend EPL,0,0
NEUROLOGY,93224,1,1,rule,low volume,0,
PULMONARY DISEASE,93224,0,1,rule,Pend EPL,0,
PULMONARY DISEASE,93224,1,1,rule,low volume,0,
RADIOLOGY_b,93224,1,1,rule,low volume,0,
RADIOLOGY_s,93224,1,1,rule,low volume,0,0
UNK PHYS SPEC,93224,0,1,rule,Pend EPL,0,
URGENT/IMMEDIATE CARE,93224,0,1,rule,Pend EPL,0,
CARDIOLOGY,93225,0,1,rule,Pend EPL,0,0
CARDIOLOGY,93225,1,1,DBA,,1,0.94
DME & MEDICAL SUPPLIES,93225,0,1,rule,Pend EPL,0,
DME & MEDICAL SUPPLIES,93225,1,1,rule,low volume,0,
FACILITY SERVICES,93225,0,1,rule,Pend EPL,0,0
FACILITY SERVICES,93225,1,1,rule,Hard Pend Specialty,0,0
RADIOLOGY_b,93225,1,1,rule,low volume,0,
CARDIOLOGY,93226,0,1,rule,Pend EPL,0,0
CARDIOLOGY,93226,1,1,DBA,,1,0.67
DME & MEDICAL SUPPLIES,93226,0,1,rule,Pend EPL,0,
DME & MEDICAL SUPPLIES,93226,1,1,rule,low volume,0,
FACILITY SERVICES,93226,0,1,rule,Pend EPL,0,
CARDIOLOGY,93227,0,1,rule,Pend EPL,0,0
CARDIOLOGY,93227,1,1,DBA,,1,0.8
DME & MEDICAL SUPPLIES,93227,0,1,rule,Pend EPL,0,
DME & MEDICAL SUPPLIES,93227,1,1,rule,low volume,0,
FACILITY SERVICES,93227,1,1,rule,Hard Pend Specialty,0,
CARDIOLOGY,93228,0,1,rule,Pend EPL,0,0
CARDIOLOGY,93228,1,1,clinical,needs review,0,0
DME & MEDICAL SUPPLIES,93228,0,1,rule,Pend EPL,0,
UNK PHYS SPEC,93228,0,1,rule,Pend EPL,0,
URGENT/IMMEDIATE CARE,93228,0,1,rule,Pend EPL,0,
CARDIOLOGY,93229,0,0,rule,Pend EPL,0,0
CARDIOLOGY,93229,1,1,clinical,needs review,0,0
DME & MEDICAL SUPPLIES,93229,0,1,rule,Pend EPL,0,
DME & MEDICAL SUPPLIES,93229,1,1,rule,low volume,0,
NEUROLOGY,93229,0,0,rule,Pend EPL,0,
UNK PHYS SPEC,93229,0,1,rule,Pend EPL,0,
URGENT/IMMEDIATE CARE,93229,0,1,rule,Pend EPL,0,
CARDIOLOGY,93260,0,1,rule,Pend EPL,0,0
CARDIOLOGY,93260,1,1,rule,low volume,0,
FACILITY SERVICES,93260,1,1,rule,Hard Pend Specialty,0,
CARDIOLOGY,93261,0,1,rule,Pend EPL,0,
CARDIOLOGY,93261,1,1,rule,low volume,0,
FACILITY SERVICES,93261,1,1,rule,Hard Pend Specialty,0,
CARDIOLOGY,93268,0,1,rule,Pend EPL,0,0
CARDIOLOGY,93268,1,1,DBA,,1,0.84
UNK PHYS SPEC,93268,0,1,rule,Pend EPL,0,
CARDIOLOGY,93270,0,1,rule,Pend EPL,0,0
CARDIOLOGY,93270,1,1,DBA,,1,0.6
DME & MEDICAL SUPPLIES,93270,0,1,rule,Pend EPL,0,0
DME & MEDICAL SUPPLIES,93270,1,1,rule,low volume,0,
FACILITY SERVICES,93270,1,1,rule,Hard Pend Specialty,0,
NEUROLOGY,93270,0,0,rule,Pend EPL,0,0
UNK PHYS SPEC,93270,0,1,rule,Pend EPL,0,
CARDIOLOGY,93272,0,1,rule,Pend EPL,0,0
CARDIOLOGY,93272,1,1,DBA,,1,0.67
DME & MEDICAL SUPPLIES,93272,0,1,rule,Pend EPL,0,0
FACILITY SERVICES,93272,1,1,rule,Hard Pend Specialty,0,
INTERNAL MEDICINE,93272,0,1,rule,Pend EPL,0,
PHYSICAL THERAPY/REHAB,93272,1,1,rule,low volume,0,
RADIOLOGY_s,93272,1,1,rule,low volume,0,
SURGERY - GENERAL,93272,0,1,rule,Pend EPL,0,
UNK PHYS SPEC,93272,0,1,rule,Pend EPL,0,0
CARDIOLOGY,93278,0,1,rule,Pend EPL,0,
CARDIOLOGY,93278,1,1,rule,low volume,0,
CARDIOLOGY,93279,0,1,rule,Pend EPL,0,0
CARDIOLOGY,93279,1,1,DBA,,1,1
CARDIOLOGY,93280,0,1,rule,Pend EPL,0,0
CARDIOLOGY,93280,1,1,DBA,,1,0.99
FACILITY SERVICES,93280,0,1,rule,Pend EPL,0,0
FACILITY SERVICES,93280,1,1,rule,Hard Pend Specialty,0,
NUCLEAR MEDICINE,93280,1,1,rule,Hard Pend Specialty,0,
NURSE PRACTITIONER,93280,0,1,rule,Pend EPL,0,
SURGERY - CARDIAC,93280,0,1,rule,Pend EPL,0,
SURGERY - THORACIC,93280,1,1,rule,low volume,0,0
CARDIOLOGY,93281,0,1,rule,Pend EPL,0,0
CARDIOLOGY,93281,1,1,DBA,,1,1
CARDIOLOGY,93283,0,1,rule,Pend EPL,0,0
CARDIOLOGY,93283,1,1,DBA,,1,1
FACILITY SERVICES,93283,0,1,rule,Pend EPL,0,
FACILITY SERVICES,93283,1,1,rule,Hard Pend Specialty,0,
SURGERY - THORACIC,93283,0,1,rule,Pend EPL,0,
SURGERY - THORACIC,93283,1,1,rule,low volume,0,0
URGENT/IMMEDIATE CARE,93283,1,1,rule,low volume,0,
CARDIOLOGY,93284,0,1,rule,Pend EPL,0,0
CARDIOLOGY,93284,1,1,DBA,,1,0.99
FACILITY SERVICES,93284,1,1,rule,Hard Pend Specialty,0,0
SURGERY - GENERAL,93284,0,1,rule,Pend EPL,0,
CARDIOLOGY,93286,0,1,rule,Pend EPL,0,0
CARDIOLOGY,93286,1,1,rule,low volume,0,
FACILITY SERVICES,93286,0,1,rule,Pend EPL,0,0
FACILITY SERVICES,93286,1,1,rule,Hard Pend Specialty,0,0
CARDIOLOGY,93287,0,1,rule,Pend EPL,0,0
FACILITY SERVICES,93287,0,0,rule,Pend EPL,0,
SURGERY - GENERAL,93287,0,1,rule,Pend EPL,0,
CARDIOLOGY,93288,0,1,rule,Pend EPL,0,0
CARDIOLOGY,93288,1,1,DBA,,1,0.99
INTERNAL MEDICINE,93288,0,1,rule,Pend EPL,0,
RADIOLOGY_b,93288,1,1,rule,low volume,0,
CARDIOLOGY,93290,0,1,rule,Pend EPL,0,0
CARDIOLOGY,93290,1,1,DBA,,1,1
CARDIOLOGY,93291,0,1,rule,Pend EPL,0,0
CARDIOLOGY,93291,1,1,DBA,,1,0.05
CARDIOLOGY,93292,1,1,rule,low volume,0,
FACILITY SERVICES,93292,0,1,rule,Pend EPL,0,
FACILITY SERVICES,93292,1,1,rule,Hard Pend Specialty,0,
CARDIOLOGY,93293,0,1,rule,Pend EPL,0,0
CARDIOLOGY,93293,1,1,rule,low volume,0,0
FACILITY SERVICES,93293,0,1,rule,Pend EPL,0,0
FACILITY SERVICES,93293,1,1,rule,Hard Pend Specialty,0,
CARDIOLOGY,93294,0,1,rule,Pend EPL,0,0
CARDIOLOGY,93294,1,1,DBA,,1,0.97
FACILITY SERVICES,93294,1,1,rule,Hard Pend Specialty,0,
HEMATOLOGY/ONCOLOGY,93294,0,1,rule,Pend EPL,0,
INTERNAL MEDICINE,93294,0,1,rule,Pend EPL,0,
CARDIOLOGY,93295,0,1,rule,Pend EPL,0,0
CARDIOLOGY,93295,1,1,DBA,,1,0.98
FACILITY SERVICES,93295,0,1,rule,Pend EPL,0,
FAMILY PRACTICE,93295,0,1,rule,Pend EPL,0,
CARDIOLOGY,93296,0,1,rule,Pend EPL,0,0
CARDIOLOGY,93296,1,1,DBA,,1,0.99
FACILITY SERVICES,93296,0,1,rule,Pend EPL,0,
FACILITY SERVICES,93296,1,1,rule,Hard Pend Specialty,0,
FAMILY PRACTICE,93296,0,1,rule,Pend EPL,0,
INTERNAL MEDICINE,93296,0,1,rule,Pend EPL,0,
LABORATORY,93296,0,1,rule,Pend EPL,0,
UNK PHYS SPEC,93296,0,1,rule,Pend EPL,0,
CARDIOLOGY,93297,0,1,rule,Pend EPL,0,0
CARDIOLOGY,93297,1,1,DBA,,1,1
CARDIOLOGY,93298,0,1,rule,Pend EPL,0,0
CARDIOLOGY,93298,1,1,DBA,,1,0.68
INTERNAL MEDICINE,93298,0,1,rule,Pend EPL,0,
CARDIOLOGY,93304,0,1,rule,Pend EPL,0,0
CARDIOLOGY,93304,1,1,DBA,,1,1
EMERGENCY SERVICES,93304,0,1,rule,Pend EPL,0,
FACILITY SERVICES,93304,0,1,rule,Pend EPL,0,
FAMILY PRACTICE,93304,1,1,rule,low volume,0,
HEMATOLOGY/ONCOLOGY,93304,0,1,rule,Pend EPL,0,
RADIOLOGY_b,93304,1,1,rule,low volume,0,
RADIOLOGY_s,93304,1,1,rule,low volume,0,
SURGERY - CARDIAC,93304,0,1,rule,Pend EPL,0,
SURGERY - GENERAL,93304,0,1,rule,Pend EPL,0,
UNK PHYS SPEC,93304,0,1,rule,Pend EPL,0,0
URGENT/IMMEDIATE CARE,93304,0,1,rule,Pend EPL,0,0
CARDIOLOGY,93307,0,1,rule,Pend EPL,0,0
CARDIOLOGY,93307,1,1,DBA,,1,0.97
ENT-OTOLARYNGOLOGY,93307,0,1,rule,Pend EPL,0,
FACILITY SERVICES,93307,0,1,rule,Pend EPL,0,0
FACILITY SERVICES,93307,1,1,rule,Hard Pend Specialty,0,0
FAMILY PRACTICE,93307,0,1,rule,Pend EPL,0,
FAMILY PRACTICE,93307,1,1,rule,low volume,0,0
HEMATOLOGY/ONCOLOGY,93307,0,1,rule,Pend EPL,0,0
INTERNAL MEDICINE,93307,1,1,rule,low volume,0,0
LABORATORY,93307,0,1,rule,Pend EPL,0,
ONCOLOGY - MEDICAL,93307,0,1,rule,Pend EPL,0,
PULMONARY DISEASE,93307,0,1,rule,Pend EPL,0,
PULMONARY DISEASE,93307,1,1,rule,low volume,0,0
RADIOLOGY_b,93307,0,1,rule,Pend EPL,0,
RADIOLOGY_b,93307,1,1,rule,low volume,0,0
RADIOLOGY_s,93307,0,1,rule,Pend EPL,0,
RADIOLOGY_s,93307,1,1,rule,low volume,0,0
SNF - FAC,93307,0,1,rule,Pend EPL,0,
SNF - FAC,93307,1,1,rule,Hard Pend Specialty,0,0
SURGERY - CARDIAC,93307,1,1,rule,low volume,0,
SURGERY - GENERAL,93307,0,1,rule,Pend EPL,0,0
UNK PHYS SPEC,93307,0,1,rule,Pend EPL,0,
CARDIOLOGY,93308,0,1,rule,Pend EPL,0,0
CARDIOLOGY,93308,1,1,DBA,,1,0.95
FACILITY SERVICES,93308,0,1,rule,Pend EPL,0,0
FACILITY SERVICES,93308,1,1,rule,Hard Pend Specialty,0,
FAMILY PRACTICE,93308,1,1,rule,low volume,0,
HEMATOLOGY/ONCOLOGY,93308,0,1,rule,Pend EPL,0,
INTERNAL MEDICINE,93308,0,1,rule,Pend EPL,0,
SURGERY - GENERAL,93308,0,1,rule,Pend EPL,0,0
SURGERY - THORACIC,93308,0,1,rule,Pend EPL,0,
UNK PHYS SPEC,93308,0,1,rule,Pend EPL,0,0
URGENT/IMMEDIATE CARE,93308,0,1,rule,Pend EPL,0,0
CARDIOLOGY,93312,0,1,rule,Pend EPL,0,0
CARDIOLOGY,93312,1,1,DBA,,1,0.29
FACILITY SERVICES,93312,0,0,rule,Pend EPL,0,0
FACILITY SERVICES,93312,1,1,rule,Hard Pend Specialty,0,0
INTERNAL MEDICINE,93312,0,1,rule,Pend EPL,0,
INTERVENTIONAL RADIOLOGY,93312,0,1,rule,Pend EPL,0,
RADIOLOGY_b,93312,1,1,rule,low volume,0,
RADIOLOGY_s,93312,0,1,rule,Pend EPL,0,
RADIOLOGY_s,93312,1,1,rule,low volume,0,0
UNK PHYS SPEC,93312,0,1,rule,Pend EPL,0,0
CARDIOLOGY,93313,0,1,rule,Pend EPL,0,
FACILITY SERVICES,93313,1,1,rule,Hard Pend Specialty,0,0
CARDIOLOGY,93314,0,1,rule,Pend EPL,0,0
CARDIOLOGY,93314,1,1,rule,low volume,0,
FACILITY SERVICES,93314,0,1,rule,Pend EPL,0,
FACILITY SERVICES,93314,1,1,rule,Hard Pend Specialty,0,
CARDIOLOGY,93315,0,1,rule,Pend EPL,0,
CARDIOLOGY,93315,1,1,rule,low volume,0,0
FACILITY SERVICES,93315,0,0,rule,Pend EPL,0,
FACILITY SERVICES,93315,1,1,rule,Hard Pend Specialty,0,0
SURGERY - CARDIAC,93315,0,1,rule,Pend EPL,0,
CARDIOLOGY,93317,1,1,rule,low volume,0,0
SURGERY - THORACIC,93317,0,1,rule,Pend EPL,0,
CARDIOLOGY,93318,0,1,rule,Pend EPL,0,0
CARDIOLOGY,93318,1,1,rule,low volume,0,0
FACILITY SERVICES,93318,0,0,rule,Pend EPL,0,0
FACILITY SERVICES,93318,1,0,rule,Hard Pend Specialty,0,0
SURGERY - CARDIAC,93318,0,1,rule,Pend EPL,0,
UNK PHYS SPEC,93318,0,1,rule,Pend EPL,0,0
UNK PHYS SPEC,93318,1,1,rule,low volume,0,0
CARDIOLOGY,93321,0,1,rule,Pend EPL,0,0
CARDIOLOGY,93321,1,1,DBA,,1,0.83
FACILITY SERVICES,93321,0,1,rule,Pend EPL,0,0
FACILITY SERVICES,93321,1,1,rule,Hard Pend Specialty,0,0
FAMILY PRACTICE,93321,1,1,rule,low volume,0,
INTERNAL MEDICINE,93321,0,1,rule,Pend EPL,0,
RADIOLOGY_s,93321,1,1,rule,low volume,0,
SURGERY - GENERAL,93321,0,1,rule,Pend EPL,0,
UNK PHYS SPEC,93321,0,1,rule,Pend EPL,0,0
URGENT/IMMEDIATE CARE,93321,0,1,rule,Pend EPL,0,0
CARDIOLOGY,93350,0,1,rule,Pend EPL,0,0
CARDIOLOGY,93350,1,1,DBA,,1,1
FACILITY SERVICES,93350,0,1,rule,Pend EPL,0,0
FACILITY SERVICES,93350,1,1,rule,Hard Pend Specialty,0,0
GASTROENTEROLOGY,93350,1,1,rule,low volume,0,
RADIOLOGY_b,93350,1,1,rule,low volume,0,
RADIOLOGY_s,93350,0,1,rule,Pend EPL,0,0
RADIOLOGY_s,93350,1,1,rule,low volume,0,
CARDIOLOGY,93351,0,1,rule,Pend EPL,0,0
CARDIOLOGY,93351,1,1,DBA,,1,0.99
FACILITY SERVICES,93351,0,1,rule,Pend EPL,0,0
FACILITY SERVICES,93351,1,0,rule,Hard Pend Specialty,0,0
INTERVENTIONAL RADIOLOGY,93351,1,1,rule,low volume,0,
NUCLEAR MEDICINE,93351,1,1,rule,Hard Pend Specialty,0,
PHYSICAL THERAPY/REHAB,93351,1,1,rule,low volume,0,
RADIOLOGY_b,93351,0,1,rule,Pend EPL,0,
RADIOLOGY_b,93351,1,1,rule,low volume,0,0
RADIOLOGY_s,93351,0,1,rule,Pend EPL,0,0
RADIOLOGY_s,93351,1,1,rule,low volume,0,0
SURGERY - CARDIAC,93351,1,1,rule,low volume,0,
SURGERY - GENERAL,93351,0,1,rule,Pend EPL,0,
SURGERY - THORACIC,93351,0,1,rule,Pend EPL,0,
CARDIOLOGY,93352,0,1,rule,Pend EPL,0,0
CARDIOLOGY,93352,1,1,DBA,,1,1
FACILITY SERVICES,93352,0,1,rule,Pend EPL,0,0
FACILITY SERVICES,93352,1,1,rule,Hard Pend Specialty,0,
PERINATOLOGY,93352,1,1,rule,low volume,0,
CARDIOLOGY,93355,0,1,rule,Pend EPL,0,
CARDIOLOGY,93355,1,1,rule,low volume,0,
FACILITY SERVICES,93355,0,0,rule,Pend EPL,0,0
FACILITY SERVICES,93355,1,1,rule,Hard Pend Specialty,0,
RADIOLOGY_s,93355,1,1,rule,low volume,0,
UNK PHYS SPEC,93355,1,1,rule,low volume,0,
CARDIOLOGY,93451,0,1,rule,Pend EPL,0,0
CARDIOLOGY,93451,1,1,rule,low volume,0,
FACILITY SERVICES,93451,0,0,rule,Pend EPL,0,0
FACILITY SERVICES,93451,1,1,rule,Hard Pend Specialty,0,0
PULMONARY DISEASE,93451,0,1,rule,Pend EPL,0,0
PULMONARY DISEASE,93451,1,1,rule,low volume,0,
SURGERY - GENERAL,93451,0,1,rule,Pend EPL,0,
UNK PHYS SPEC,93451,0,1,rule,Pend EPL,0,
CARDIOLOGY,93452,0,1,rule,Pend EPL,0,0
CARDIOLOGY,93452,1,1,rule,low volume,0,0
FACILITY SERVICES,93452,0,1,rule,Pend EPL,0,0
FACILITY SERVICES,93452,1,1,rule,Hard Pend Specialty,0,0
RADIOLOGY_s,93452,0,1,rule,Pend EPL,0,
CARDIOLOGY,93453,0,1,rule,Pend EPL,0,0
CARDIOLOGY,93453,1,1,rule,low volume,0,0
FACILITY SERVICES,93453,0,1,rule,Pend EPL,0,0
FACILITY SERVICES,93453,1,1,rule,Hard Pend Specialty,0,0
SURGERY - GENERAL,93453,0,1,rule,Pend EPL,0,0
UNK PHYS SPEC,93453,1,1,rule,low volume,0,
CARDIOLOGY,93454,0,1,rule,Pend EPL,0,0
CARDIOLOGY,93454,1,1,rule,low volume,0,0
FACILITY SERVICES,93454,0,1,rule,Pend EPL,0,0
FACILITY SERVICES,93454,1,1,rule,Hard Pend Specialty,0,0
SURGERY - GENERAL,93454,0,1,rule,Pend EPL,0,0
UNK PHYS SPEC,93454,0,1,rule,Pend EPL,0,
CARDIOLOGY,93455,0,1,rule,Pend EPL,0,0
FACILITY SERVICES,93455,0,1,rule,Pend EPL,0,0
FACILITY SERVICES,93455,1,1,rule,Hard Pend Specialty,0,0
SURGERY - GENERAL,93455,0,1,rule,Pend EPL,0,0
CARDIOLOGY,93456,0,1,rule,Pend EPL,0,
FACILITY SERVICES,93456,0,1,rule,Pend EPL,0,
FACILITY SERVICES,93456,1,1,rule,Hard Pend Specialty,0,0
CARDIOLOGY,93457,0,1,rule,Pend EPL,0,0
CARDIOLOGY,93457,1,1,rule,low volume,0,
FACILITY SERVICES,93457,0,1,rule,Pend EPL,0,
FACILITY SERVICES,93457,1,1,rule,Hard Pend Specialty,0,
SURGERY - GENERAL,93457,0,1,rule,Pend EPL,0,
CARDIOLOGY,93459,0,1,rule,Pend EPL,0,0
CARDIOLOGY,93459,1,1,DBA,,1,0.92
FACILITY SERVICES,93459,0,1,rule,Pend EPL,0,0
FACILITY SERVICES,93459,1,1,rule,Hard Pend Specialty,0,0
UNK PHYS SPEC,93459,0,1,rule,Pend EPL,0,
CARDIOLOGY,93460,0,0,rule,Pend EPL,0,0
CARDIOLOGY,93460,1,1,DBA,,1,0.88
FACILITY SERVICES,93460,0,1,rule,Pend EPL,0,0
FACILITY SERVICES,93460,1,1,rule,Hard Pend Specialty,0,0
SURGERY - GENERAL,93460,0,1,rule,Pend EPL,0,0
UNK PHYS SPEC,93460,0,1,rule,Pend EPL,0,0
UNK PHYS SPEC,93460,1,1,rule,low volume,0,
CARDIOLOGY,93461,0,1,rule,Pend EPL,0,
CARDIOLOGY,93461,1,1,rule,low volume,0,0
FACILITY SERVICES,93461,0,1,rule,Pend EPL,0,
FACILITY SERVICES,93461,1,1,rule,Hard Pend Specialty,0,0
PULMONARY DISEASE,93461,1,1,rule,low volume,0,
CARDIOLOGY,93462,0,1,rule,Pend EPL,0,
CARDIOLOGY,93462,1,1,rule,low volume,0,
FACILITY SERVICES,93462,0,1,rule,Pend EPL,0,0
FACILITY SERVICES,93462,1,0,rule,Hard Pend Specialty,0,0
CARDIOLOGY,93463,0,1,rule,Pend EPL,0,
CARDIOLOGY,93463,1,1,rule,low volume,0,
FACILITY SERVICES,93463,0,1,rule,Pend EPL,0,
FACILITY SERVICES,93463,1,1,rule,Hard Pend Specialty,0,
CARDIOLOGY,93503,0,1,rule,Pend EPL,0,
FACILITY SERVICES,93503,0,1,rule,Pend EPL,0,0
FACILITY SERVICES,93503,1,1,rule,Hard Pend Specialty,0,0
CARDIOLOGY,93505,0,1,rule,Pend EPL,0,
FACILITY SERVICES,93505,0,1,rule,Pend EPL,0,
FACILITY SERVICES,93505,1,1,rule,Hard Pend Specialty,0,
HOSPITALIST,93505,0,1,rule,Pend EPL,0,
SURGERY - GENERAL,93505,0,1,rule,Pend EPL,0,
CARDIOLOGY,93530,0,1,rule,Pend EPL,0,0
CARDIOLOGY,93530,1,1,rule,low volume,0,0
FACILITY SERVICES,93530,0,1,rule,Pend EPL,0,
CARDIOLOGY,93531,0,1,rule,Pend EPL,0,
FACILITY SERVICES,93531,0,1,rule,Pend EPL,0,0
CARDIOLOGY,93561,0,1,rule,Pend EPL,0,
FACILITY SERVICES,93561,0,1,rule,Pend EPL,0,
CARDIOLOGY,93563,0,1,rule,Pend EPL,0,
FACILITY SERVICES,93563,0,1,rule,Pend EPL,0,
CARDIOLOGY,93565,0,1,rule,Pend EPL,0,0
FACILITY SERVICES,93565,0,1,rule,Pend EPL,0,
SURGERY - GENERAL,93565,0,1,rule,Pend EPL,0,0
CARDIOLOGY,93566,0,1,rule,Pend EPL,0,
FACILITY SERVICES,93566,0,1,rule,Pend EPL,0,
FACILITY SERVICES,93566,1,1,rule,Hard Pend Specialty,0,
CARDIOLOGY,93568,0,1,rule,Pend EPL,0,
FACILITY SERVICES,93568,0,0,rule,Pend EPL,0,
CARDIOLOGY,93571,0,1,rule,Pend EPL,0,
CARDIOLOGY,93571,1,1,rule,low volume,0,
FACILITY SERVICES,93571,0,1,rule,Pend EPL,0,0
FACILITY SERVICES,93571,1,1,rule,Hard Pend Specialty,0,0
CARDIOLOGY,93572,1,1,rule,low volume,0,
FACILITY SERVICES,93572,0,1,rule,Pend EPL,0,0
FACILITY SERVICES,93572,1,1,rule,Hard Pend Specialty,0,
CARDIOLOGY,93580,0,1,rule,Pend EPL,0,
FACILITY SERVICES,93580,0,1,rule,Pend EPL,0,0
FACILITY SERVICES,93580,1,1,rule,Hard Pend Specialty,0,
CARDIOLOGY,93582,0,1,rule,Pend EPL,0,
CARDIOLOGY,93590,0,0,rule,Pend EPL,0,
FACILITY SERVICES,93590,0,0,rule,Pend EPL,0,
FACILITY SERVICES,93590,1,0,rule,Hard Pend Specialty,0,
CARDIOLOGY,93600,1,1,rule,low volume,0,
FACILITY SERVICES,93600,1,1,rule,Hard Pend Specialty,0,0
RADIOLOGY_s,93600,0,1,rule,Pend EPL,0,
CARDIOLOGY,93603,0,1,rule,Pend EPL,0,
FACILITY SERVICES,93603,1,1,rule,Hard Pend Specialty,0,
CARDIOLOGY,93609,0,0,rule,Pend EPL,0,0
CARDIOLOGY,93609,1,0,rule,low volume,0,0
FACILITY SERVICES,93609,0,1,rule,Pend EPL,0,0
FACILITY SERVICES,93609,1,1,rule,Hard Pend Specialty,0,0
RADIOLOGY_s,93609,0,1,rule,Pend EPL,0,
CARDIOLOGY,93610,0,1,rule,Pend EPL,0,
CARDIOLOGY,93610,1,1,rule,low volume,0,
FACILITY SERVICES,93610,1,1,rule,Hard Pend Specialty,0,0
CARDIOLOGY,93612,0,1,rule,Pend EPL,0,
CARDIOLOGY,93612,1,1,rule,low volume,0,
CARDIOLOGY,93613,0,0,rule,Pend EPL,0,0
CARDIOLOGY,93613,1,0,DBA,,0,0
FACILITY SERVICES,93613,0,1,rule,Pend EPL,0,0
FACILITY SERVICES,93613,1,0,rule,Hard Pend Specialty,0,0
RADIOLOGY_s,93613,0,1,rule,Pend EPL,0,
CARDIOLOGY,93618,0,0,rule,Pend EPL,0,
FACILITY SERVICES,93618,0,0,rule,Pend EPL,0,0
FACILITY SERVICES,93618,1,0,rule,Hard Pend Specialty,0,0
CARDIOLOGY,93619,0,1,rule,Pend EPL,0,
CARDIOLOGY,93619,1,1,rule,low volume,0,
FACILITY SERVICES,93619,0,1,rule,Pend EPL,0,0
FACILITY SERVICES,93619,1,1,rule,Hard Pend Specialty,0,0
CARDIOLOGY,93620,0,0,rule,Pend EPL,0,0
CARDIOLOGY,93620,1,1,rule,low volume,0,0
FACILITY SERVICES,93620,0,1,rule,Pend EPL,0,0
FACILITY SERVICES,93620,1,1,rule,Hard Pend Specialty,0,0
CARDIOLOGY,93621,0,1,rule,Pend EPL,0,0
CARDIOLOGY,93621,1,1,rule,low volume,0,0
FACILITY SERVICES,93621,0,1,rule,Pend EPL,0,0
FACILITY SERVICES,93621,1,0,rule,Hard Pend Specialty,0,0
CARDIOLOGY,93622,0,1,rule,Pend EPL,0,
FACILITY SERVICES,93622,0,1,rule,Pend EPL,0,0
FACILITY SERVICES,93622,1,1,rule,Hard Pend Specialty,0,0
CARDIOLOGY,93623,0,1,rule,Pend EPL,0,0
CARDIOLOGY,93623,1,1,rule,low volume,0,0
FACILITY SERVICES,93623,0,1,rule,Pend EPL,0,0
FACILITY SERVICES,93623,1,0,rule,Hard Pend Specialty,0,0
CARDIOLOGY,93624,0,1,rule,Pend EPL,0,
FACILITY SERVICES,93624,0,1,rule,Pend EPL,0,
FACILITY SERVICES,93624,1,1,rule,Hard Pend Specialty,0,0
CARDIOLOGY,93631,0,1,rule,Pend EPL,0,
FACILITY SERVICES,93631,0,1,rule,Pend EPL,0,
FACILITY SERVICES,93631,1,1,rule,Hard Pend Specialty,0,0
CARDIOLOGY,93642,0,1,rule,Pend EPL,0,
FACILITY SERVICES,93642,1,1,rule,Hard Pend Specialty,0,
CARDIOLOGY,93644,0,0,rule,Pend EPL,0,
FACILITY SERVICES,93644,1,0,rule,Hard Pend Specialty,0,0
CARDIOLOGY,93650,0,1,rule,Pend EPL,0,0
FACILITY SERVICES,93650,0,1,rule,Pend EPL,0,0
FACILITY SERVICES,93650,1,1,rule,Hard Pend Specialty,0,0
CARDIOLOGY,93653,0,0,rule,Pend EPL,0,0
CARDIOLOGY,93653,1,0,DBA,,0,0
FACILITY SERVICES,93653,0,1,rule,Pend EPL,0,0
FACILITY SERVICES,93653,1,0,rule,Hard Pend Specialty,0,0
RADIOLOGY_s,93653,0,1,rule,Pend EPL,0,
CARDIOLOGY,93654,0,0,rule,Pend EPL,0,
CARDIOLOGY,93654,1,1,rule,low volume,0,
FACILITY SERVICES,93654,0,0,rule,Pend EPL,0,0
FACILITY SERVICES,93654,1,1,rule,Hard Pend Specialty,0,0
CARDIOLOGY,93655,0,1,rule,Pend EPL,0,
CARDIOLOGY,93655,1,1,rule,low volume,0,
FACILITY SERVICES,93655,0,1,rule,Pend EPL,0,0
FACILITY SERVICES,93655,1,0,rule,Hard Pend Specialty,0,0
CARDIOLOGY,93656,0,1,rule,Pend EPL,0,0
CARDIOLOGY,93656,1,1,rule,low volume,0,0
FACILITY SERVICES,93656,0,1,rule,Pend EPL,0,0
FACILITY SERVICES,93656,1,1,rule,Hard Pend Specialty,0,0
CARDIOLOGY,93657,0,1,rule,Pend EPL,0,0
CARDIOLOGY,93657,1,1,rule,low volume,0,
FACILITY SERVICES,93657,0,1,rule,Pend EPL,0,0
FACILITY SERVICES,93657,1,1,rule,Hard Pend Specialty,0,0
CARDIOLOGY,93660,0,1,rule,Pend EPL,0,0
